no,name,attributes,ability_name,ability_desc,strong_against,weak_to,resists,resisted_by,skills,image
20,霜翼领主,翼,破空,若先于敌方攻击，本次技能威力+75%,"草,武,虫","电,冰","草,武,虫","地,龙,电,机械",啄击;力量增效;先发制人;乘风;防御;扇风;羽化加速;闪击;风起;俯冲猛击;快速移动;羽刃;龙卷风;星星撞击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;灵媒;花香;冷风;噬心;透射;械斗;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;以重制重;伺机而动;借用;偷袭;冰爪;冰雹;撕咬;有效预防;水刃;水幕冲击;潮涌;热身运动;疾风刺;蓄水;速冻,images/sprites/霜翼领主.png
21,小灵菇,幽,毒蘑菇,回合结束时，偷取敌方场上所有精灵1能量。,"光,幻,幽","光,幽,恶","普通,毒,虫,武","普通,恶",防御;鬼火;氧输送;种子弹;汲取;嘲弄;抓挠;降灵;报复;幻象;酶浓度调整;藤绞;灵光;叶绿光束;惊吓盒子;抽枝;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;灵媒;荆棘爪;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;跺地;溃烂触碰;水泡盾;风墙;不可接触;加固;取念;吓退;坟场搏击;孢子爆散;无畏之心;热身运动;穿膛;纤维化;能量炮;腐蚀酸液;虚化;血气;连续毒针;鼓劲,images/sprites/小灵菇.png
22,幻灵菇,"幽,草",毒蘑菇,回合结束时，偷取敌方场上所有精灵1能量。,"光,水,地,幽,幻","幽,恶,火,冰,翼","普通,武,水,地,电","普通,火,龙,毒,虫,翼,恶,机械",防御;鬼火;氧输送;种子弹;汲取;嘲弄;抓挠;降灵;报复;幻象;酶浓度调整;藤绞;灵光;叶绿光束;惊吓盒子;抽枝;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;灵媒;荆棘爪;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;跺地;溃烂触碰;水泡盾;风墙;不可接触;加固;取念;吓退;坟场搏击;孢子爆散;无畏之心;热身运动;穿膛;纤维化;能量炮;腐蚀酸液;虚化;血气;连续毒针;鼓劲,images/sprites/幻灵菇.png
23,幻影灵菇,"幽,草",毒蘑菇,回合结束时，偷取敌方场上所有精灵1能量。,"光,水,地,幽,幻","幽,恶,火,冰,翼","普通,武,水,地,电","普通,火,龙,毒,虫,翼,恶,机械",防御;鬼火;氧输送;种子弹;汲取;嘲弄;抓挠;降灵;报复;幻象;酶浓度调整;藤绞;灵光;叶绿光束;惊吓盒子;抽枝;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;灵媒;荆棘爪;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;跺地;溃烂触碰;水泡盾;风墙;不可接触;加固;取念;吓退;坟场搏击;孢子爆散;无畏之心;热身运动;穿膛;纤维化;能量炮;腐蚀酸液;虚化;血气;连续毒针;鼓劲,images/sprites/幻影灵菇.png
24,石肤蜥,地,刺肤,每受到1次攻击，对攻击自己的精灵造成50威力物理伤害。,"火,冰,电,毒","草,水,武,冰,机械","普通,火,电,毒,翼","草,武",防御;泥巴喷射;石肤术;音波弹;钧势;落石;硬化;陨石;石锁;遁地;冲撞;岩土暴击;血气;地陷;刺盾;星星撞击;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;跺地;溃烂触碰;水泡盾;风墙;不动如山;力量增效;后发制人;嗜痛;地刺;复写;捧杀;无畏之心;棘刺;瘴气喷射;砂糖弹球;碰爪;腐化;腐蚀酸液;防反,images/sprites/石肤蜥_本来的样子.png
24,石肤蜥,地,刺肤,每受到1次攻击，对攻击自己的精灵造成50威力物理伤害。,"火,冰,电,毒","草,水,武,冰,机械","普通,火,电,毒,翼","草,武",防御;泥巴喷射;石肤术;音波弹;钧势;落石;硬化;陨石;石锁;遁地;冲撞;岩土暴击;血气;地陷;刺盾;星星撞击;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;跺地;溃烂触碰;水泡盾;风墙;不动如山;力量增效;后发制人;嗜痛;地刺;复写;捧杀;无畏之心;棘刺;瘴气喷射;砂糖弹球;碰爪;腐化;腐蚀酸液;防反,images/sprites/石肤蜥_本来的样子.png
25,石刺蜥,地,刺肤,每受到1次攻击，对攻击自己的精灵造成50威力物理伤害。,"火,冰,电,毒","草,水,武,冰,机械","普通,火,电,毒,翼","草,武",防御;泥巴喷射;石肤术;音波弹;钧势;落石;硬化;陨石;石锁;遁地;冲撞;岩土暴击;血气;地陷;刺盾;星星撞击;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;跺地;溃烂触碰;水泡盾;风墙;不动如山;力量增效;后发制人;嗜痛;地刺;复写;捧杀;无畏之心;棘刺;瘴气喷射;砂糖弹球;碰爪;腐化;腐蚀酸液;防反,images/sprites/石刺蜥_本来的样子.png
25,石刺蜥,地,刺肤,每受到1次攻击，对攻击自己的精灵造成50威力物理伤害。,"火,冰,电,毒","草,水,武,冰,机械","普通,火,电,毒,翼","草,武",防御;泥巴喷射;石肤术;音波弹;钧势;落石;硬化;陨石;石锁;遁地;冲撞;岩土暴击;血气;地陷;刺盾;星星撞击;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;跺地;溃烂触碰;水泡盾;风墙;不动如山;力量增效;后发制人;嗜痛;地刺;复写;捧杀;无畏之心;棘刺;瘴气喷射;砂糖弹球;碰爪;腐化;腐蚀酸液;防反,images/sprites/石刺蜥_本来的样子.png
26,石冠王蜥,地,刺肤,每受到1次攻击，对攻击自己的精灵造成50威力物理伤害。,"火,冰,电,毒","草,水,武,冰,机械","普通,火,电,毒,翼","草,武",防御;泥巴喷射;石肤术;音波弹;钧势;落石;硬化;陨石;石锁;遁地;冲撞;岩土暴击;血气;地陷;刺盾;星星撞击;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;跺地;溃烂触碰;水泡盾;风墙;不动如山;力量增效;后发制人;嗜痛;地刺;复写;捧杀;无畏之心;棘刺;瘴气喷射;砂糖弹球;碰爪;腐化;腐蚀酸液;防反,images/sprites/石冠王蜥_本来的样子.png
26,石冠王蜥,地,刺肤,每受到1次攻击，对攻击自己的精灵造成50威力物理伤害。,"火,冰,电,毒","草,水,武,冰,机械","普通,火,电,毒,翼","草,武",防御;泥巴喷射;石肤术;音波弹;钧势;落石;硬化;陨石;石锁;遁地;冲撞;岩土暴击;血气;地陷;刺盾;星星撞击;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;跺地;溃烂触碰;水泡盾;风墙;不动如山;力量增效;后发制人;嗜痛;地刺;复写;捧杀;无畏之心;棘刺;瘴气喷射;砂糖弹球;碰爪;腐化;腐蚀酸液;防反,images/sprites/石冠王蜥_本来的样子.png
27,布是石,地,地脉,初始能量为0，入场前己方精灵每放1次地系技能，回复3能量。,"火,冰,电,毒","草,水,武,冰,机械","普通,火,电,毒,翼","草,武",防御;跺地;力量增效;岩脉崩毁;硬化;石锁;蓄势待发;吨位压制;壁垒;砂石冲撞;岩土暴击;地震;沙涌;地刺;不动如山;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;掩护;透射;械斗;碰爪;冥想;扬沙;溃烂触碰;水泡盾;羽翼庇护;偷袭;后发制人;吓退;嗜痛;复写;惊吓盒子;报复;有效预防;极限撕裂;虚假破产;诡刺;遁地;降灵,images/sprites/布是石.png
28,布是岩,地,地脉,初始能量为0，入场前己方精灵每放1次地系技能，回复3能量。,"火,冰,电,毒","草,水,武,冰,机械","普通,火,电,毒,翼","草,武",防御;跺地;力量增效;岩脉崩毁;硬化;石锁;蓄势待发;吨位压制;壁垒;砂石冲撞;岩土暴击;地震;沙涌;地刺;不动如山;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;掩护;透射;械斗;碰爪;冥想;扬沙;溃烂触碰;水泡盾;羽翼庇护;偷袭;后发制人;吓退;嗜痛;复写;惊吓盒子;报复;有效预防;极限撕裂;虚假破产;诡刺;遁地;降灵,images/sprites/布是岩.png
29,布克棱岩,地,地脉,初始能量为0，入场前己方精灵每放1次地系技能，回复3能量。,"火,冰,电,毒","草,水,武,冰,机械","普通,火,电,毒,翼","草,武",防御;跺地;力量增效;岩脉崩毁;硬化;石锁;蓄势待发;吨位压制;壁垒;砂石冲撞;岩土暴击;地震;沙涌;地刺;不动如山;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;掩护;透射;械斗;碰爪;冥想;扬沙;溃烂触碰;水泡盾;羽翼庇护;偷袭;后发制人;吓退;嗜痛;复写;惊吓盒子;报复;有效预防;极限撕裂;虚假破产;诡刺;遁地;降灵,images/sprites/布克棱岩.png
29,迷嶂布莱克,地,地脉馈赠,突破能量上限并立即回复10能量，入场前己方精灵每放1次地系技能，回复3能量。,"火,冰,电,毒","草,水,武,冰,机械","普通,火,电,毒,翼","草,武",防御;跺地;力量增效;岩脉崩毁;硬化;石锁;蓄势待发;吨位压制;壁垒;砂石冲撞;岩土暴击;地震;沙涌;地刺;不动如山;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;掩护;透射;械斗;碰爪;冥想;扬沙;溃烂触碰;水泡盾;羽翼庇护;偷袭;后发制人;吓退;嗜痛;复写;惊吓盒子;报复;有效预防;极限撕裂;虚假破产;诡刺;遁地;降灵,images/sprites/迷嶂布莱克.png
30,恶魔叮,"恶,翼",渴求,入场时获得50%吸血。,"草,毒,虫,萌,幽","光,萌,电,冰","幽,恶,草","光,地,龙,电,恶,机械,",魔爪;乘风;抓挠;防御;贪婪;鹰爪;撕咬;暗箱操作;疾风刺;扇风;趁火打劫;暗突袭;龙卷风;星星撞击;诋毁;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;灵媒;花香;冰爪;噬心;透射;械斗;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;三连破;乘胜追击;偷袭;复写;幻象;彼岸之手;快速移动;惊吓盒子;撕裂;热身运动;羽化加速;连续毒针;降灵,images/sprites/恶魔叮.png
31,叮叮恶魔,"恶,翼",渴求,入场时获得50%吸血。,"草,毒,虫,萌,幽","光,萌,电,冰","幽,恶,草","光,地,龙,电,恶,机械,",魔爪;乘风;抓挠;防御;贪婪;鹰爪;撕咬;暗箱操作;疾风刺;扇风;趁火打劫;暗突袭;龙卷风;星星撞击;诋毁;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;灵媒;花香;冰爪;噬心;透射;械斗;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;三连破;乘胜追击;偷袭;复写;幻象;彼岸之手;快速移动;惊吓盒子;撕裂;热身运动;羽化加速;连续毒针;降灵,images/sprites/叮叮恶魔.png
32,毛毛,"虫,萌",化茧,受到致命伤害时，获得1层萌化，并免疫此次伤害。,"恶,草,龙,幻","翼,火,恶,毒,机械","草,武,虫","火,毒,翼,恶,机械",蛰针;虫茧;防御;噬心;捆缚;虫刺;生日蛋糕;掩护;魅惑;食腐;超级糖果;甜心续航;虫蛊;爆米花爆破;打鼾;休息回复;贪婪;升龙咆哮;麻痹;化劲;引燃;勾魂;徒长;霜降;尾后针;虹光冲击;啮合传递;飞吻;超维投射;泥浆铠甲;毒孢子;蓄水;羽化加速;反弹;取念;咆哮;嗜痛;应激反应;快速移动;摇篮曲;操控;晒太阳;棘刺;激怒;破罐破摔;精神扰乱;退化;闪击;鸣叫,images/sprites/毛毛.png
33,爬爬,"虫,萌",化茧,受到致命伤害时，获得1层萌化，并免疫此次伤害。,"恶,草,龙,幻","翼,火,恶,毒,机械","草,武,虫","火,毒,翼,恶,机械",蛰针;虫茧;防御;噬心;捆缚;虫刺;生日蛋糕;掩护;魅惑;食腐;超级糖果;甜心续航;虫蛊;爆米花爆破;打鼾;休息回复;贪婪;升龙咆哮;麻痹;化劲;引燃;勾魂;徒长;霜降;尾后针;虹光冲击;啮合传递;飞吻;超维投射;泥浆铠甲;毒孢子;蓄水;羽化加速;反弹;取念;咆哮;嗜痛;应激反应;快速移动;摇篮曲;操控;晒太阳;棘刺;激怒;破罐破摔;精神扰乱;退化;闪击;鸣叫,images/sprites/爬爬.png
34,化蝶,"虫,萌",化茧,受到致命伤害时，获得1层萌化，并免疫此次伤害。,"恶,草,龙,幻","翼,火,恶,毒,机械","草,武,虫","火,毒,翼,恶,机械",蛰针;虫茧;防御;噬心;捆缚;虫刺;生日蛋糕;掩护;魅惑;食腐;超级糖果;甜心续航;虫蛊;爆米花爆破;打鼾;休息回复;贪婪;升龙咆哮;麻痹;化劲;引燃;勾魂;徒长;霜降;尾后针;虹光冲击;啮合传递;飞吻;超维投射;泥浆铠甲;毒孢子;蓄水;羽化加速;反弹;取念;咆哮;嗜痛;应激反应;快速移动;摇篮曲;操控;晒太阳;棘刺;激怒;破罐破摔;精神扰乱;退化;闪击;鸣叫,images/sprites/化蝶_平常的样子.png
34,化蝶,"虫,萌",化茧,受到致命伤害时，获得1层萌化，并免疫此次伤害。,"恶,草,龙,幻","翼,火,恶,毒,机械","草,武,虫","火,毒,翼,恶,机械",蛰针;虫茧;防御;噬心;捆缚;虫刺;生日蛋糕;掩护;魅惑;食腐;超级糖果;甜心续航;虫蛊;爆米花爆破;打鼾;休息回复;贪婪;升龙咆哮;麻痹;化劲;引燃;勾魂;徒长;霜降;尾后针;虹光冲击;啮合传递;飞吻;超维投射;泥浆铠甲;毒孢子;蓄水;羽化加速;反弹;取念;咆哮;嗜痛;应激反应;快速移动;摇篮曲;操控;晒太阳;棘刺;激怒;破罐破摔;精神扰乱;退化;闪击;鸣叫,images/sprites/化蝶_平常的样子.png
34,化蝶,"虫,萌",化茧,受到致命伤害时，获得1层萌化，并免疫此次伤害。,"恶,草,龙,幻","翼,火,恶,毒,机械","草,武,虫","火,毒,翼,恶,机械",蛰针;虫茧;防御;噬心;捆缚;虫刺;生日蛋糕;掩护;魅惑;食腐;超级糖果;甜心续航;虫蛊;爆米花爆破;打鼾;休息回复;贪婪;升龙咆哮;麻痹;化劲;引燃;勾魂;徒长;霜降;尾后针;虹光冲击;啮合传递;飞吻;超维投射;泥浆铠甲;毒孢子;蓄水;羽化加速;反弹;取念;咆哮;嗜痛;应激反应;快速移动;摇篮曲;操控;晒太阳;棘刺;激怒;破罐破摔;精神扰乱;退化;闪击;鸣叫,images/sprites/化蝶_平常的样子.png
34,化蝶,"虫,萌",化茧,受到致命伤害时，获得1层萌化，并免疫此次伤害。,"恶,草,龙,幻","翼,火,恶,毒,机械","草,武,虫","火,毒,翼,恶,机械",蛰针;虫茧;防御;噬心;捆缚;虫刺;生日蛋糕;掩护;魅惑;食腐;超级糖果;甜心续航;虫蛊;爆米花爆破;打鼾;休息回复;贪婪;升龙咆哮;麻痹;化劲;引燃;勾魂;徒长;霜降;尾后针;虹光冲击;啮合传递;飞吻;超维投射;泥浆铠甲;毒孢子;蓄水;羽化加速;反弹;取念;咆哮;嗜痛;应激反应;快速移动;摇篮曲;操控;晒太阳;棘刺;激怒;破罐破摔;精神扰乱;退化;闪击;鸣叫,images/sprites/化蝶_平常的样子.png
35,幽影树,"幽,草",小偷小摸,入场时偷取所有敌方精灵2能量。,"光,水,地,幽,幻","幽,恶,火,冰,翼","普通,武,水,地,电","普通,火,龙,毒,虫,翼,恶,机械",防御;诡刺;勾魂;汲取;聚盐;刺藤;根吸收;虚化;坟场搏击;降灵;花香;恶作剧;幽灵爆发;盛开;彗星;星星撞击;贪婪;升龙咆哮;麻痹;化劲;引燃;灵媒;荆棘爪;霜降;假寐;虹光冲击;啮合传递;甜心续航;超维投射;泥浆铠甲;毒孢子;蓄水;羽化加速;休息回复;伪造账单;借用;午夜噪音;孢子;应激反应;掠夺;操控;暗箱操作;极限撕裂;激怒;移花接木;穿膛;芳香诱引;酶浓度调整;魔法增效,images/sprites/幽影树.png
35,幻影荆棘,"幽,草",大捞一笔,回合结束时，偷取所有敌方精灵2能量。,"光,水,地,幽,幻","幽,恶,火,冰,翼","普通,武,水,地,电","普通,火,龙,毒,虫,翼,恶,机械",防御;诡刺;勾魂;汲取;聚盐;刺藤;根吸收;虚化;坟场搏击;降灵;花香;恶作剧;幽灵爆发;盛开;彗星;星星撞击;贪婪;升龙咆哮;麻痹;化劲;引燃;灵媒;荆棘爪;霜降;假寐;虹光冲击;啮合传递;甜心续航;超维投射;泥浆铠甲;毒孢子;蓄水;羽化加速;休息回复;伪造账单;借用;午夜噪音;孢子;应激反应;掠夺;操控;暗箱操作;极限撕裂;激怒;移花接木;穿膛;芳香诱引;酶浓度调整;魔法增效,images/sprites/幻影荆棘.png
36,小鼠獭,"普通,水",保守派,总技能能耗小于4时，自己获得双防+80%。,火,"武,草,电","幽,火,机械","草,冰,龙,幽",激怒;落星;防御;抓挠;洗礼;水弹;咆哮;水泡盾;泡沫;鼓劲;践踏;有效预防;水炮;连续爪击;水环;星星撞击;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;淤泥表皮;溃烂触碰;水弹枪;风墙;取念;吓退;吞噬;嗜痛;彗星;操控;泥巴喷射;潮汐;潮涌;硬化;血气;触底强击;防反;阻断;震击;魔能爆,images/sprites/小鼠獭.png
37,燕尾獭,"普通,水",保守派,总技能能耗小于4时，自己获得双防+80%。,火,"武,草,电","幽,火,机械","草,冰,龙,幽",激怒;落星;防御;抓挠;洗礼;水弹;咆哮;水泡盾;泡沫;鼓劲;践踏;有效预防;水炮;连续爪击;水环;星星撞击;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;淤泥表皮;溃烂触碰;水弹枪;风墙;取念;吓退;吞噬;嗜痛;彗星;操控;泥巴喷射;潮汐;潮涌;硬化;血气;触底强击;防反;阻断;震击;魔能爆,images/sprites/燕尾獭.png
38,卷胡巨獭,"普通,水",保守派,总技能能耗小于4时，自己获得双防+80%。,火,"武,草,电","幽,火,机械","草,冰,龙,幽",激怒;落星;防御;抓挠;洗礼;水弹;咆哮;水泡盾;泡沫;鼓劲;践踏;有效预防;水炮;连续爪击;水环;星星撞击;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;淤泥表皮;溃烂触碰;水弹枪;风墙;取念;吓退;吞噬;嗜痛;彗星;操控;泥巴喷射;潮汐;潮涌;硬化;血气;触底强击;防反;阻断;震击;魔能爆,images/sprites/卷胡巨獭.png
39,矿晶虫,"光,地",偏振,受到自己携带技能系别的攻击伤害-40%。,"火,电,毒,幽,恶","幽,草,水,武,冰,机械","幻,恶,普通,火,电,毒,翼","草,武",魔法增效;脉冲光线;淤泥表皮;泥浆;漫反射;透射;蓄势待发;壁垒;扬沙;跺地;镜像反射;音波弹;闪光冲击;地刺;星星撞击;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;尾后针;折线冲击;离子震荡;魅惑;冥想;泥巴喷射;溃烂触碰;水泡盾;风墙;偷袭;后发制人;嗜痛;复写;天光;耀眼;血气;逆袭;遁地;锐利眼神;防反;防御;震击,images/sprites/矿晶虫.png
40,晶石蜗,"光,地",偏振,受到自己携带技能系别的攻击伤害-40%。,"火,电,毒,幽,恶","幽,草,水,武,冰,机械","幻,恶,普通,火,电,毒,翼","草,武",魔法增效;脉冲光线;淤泥表皮;泥浆;漫反射;透射;蓄势待发;壁垒;扬沙;跺地;镜像反射;音波弹;闪光冲击;地刺;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;尾后针;折线冲击;离子震荡;魅惑;冥想;泥巴喷射;溃烂触碰;水泡盾;风墙;偷袭;冰墙;冰雹;刺盾;后发制人;嗜痛;复写;天光;寒风吹;有效预防;潮汐;耀眼;血气;逆袭;遁地;锐利眼神;防御;震击,images/sprites/晶石蜗_西瓜碧玺的样子.png
40,晶石蜗,"光,地",偏振,受到自己携带技能系别的攻击伤害-40%。,"火,电,毒,幽,恶","幽,草,水,武,冰,机械","幻,恶,普通,火,电,毒,翼","草,武",魔法增效;脉冲光线;淤泥表皮;泥浆;漫反射;透射;蓄势待发;壁垒;扬沙;跺地;镜像反射;音波弹;闪光冲击;地刺;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;酶浓度调整;雪替身;尾后针;折线冲击;离子震荡;魅惑;冥想;泥巴喷射;溃烂触碰;水泡盾;风墙;偷袭;刺盾;后发制人;嗜痛;复写;天光;捧杀;月光合奏;有效预防;破罐破摔;耀眼;蜡质膜;血气;逆袭;遁地;锐利眼神;防御;震击,images/sprites/晶石蜗_西瓜碧玺的样子.png
40,晶石蜗,"光,地",偏振,受到自己携带技能系别的攻击伤害-40%。,"火,电,毒,幽,恶","幽,草,水,武,冰,机械","幻,恶,普通,火,电,毒,翼","草,武",魔法增效;脉冲光线;淤泥表皮;泥浆;漫反射;透射;蓄势待发;壁垒;扬沙;跺地;镜像反射;音波弹;闪光冲击;地刺;防反;等价交换;升龙咆哮;集中;反击拳;淬火;虚化;蜡质膜;雪替身;尾后针;折线冲击;离子震荡;魅惑;冥想;泥巴喷射;溃烂触碰;水泡盾;风墙;偷袭;刺盾;后发制人;吹火;嗜痛;复写;天光;有效预防;火焰护盾;炎枪;耀眼;虚假破产;血气;逆袭;遁地;锐利眼神;防御;震击,images/sprites/晶石蜗_西瓜碧玺的样子.png
40,晶石蜗,"光,地",偏振,受到自己携带技能系别的攻击伤害-40%。,"火,电,毒,幽,恶","幽,草,水,武,冰,机械","幻,恶,普通,火,电,毒,翼","草,武",魔法增效;脉冲光线;淤泥表皮;泥浆;漫反射;透射;蓄势待发;壁垒;扬沙;跺地;镜像反射;音波弹;闪光冲击;地刺;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;尾后针;折线冲击;离子震荡;魅惑;冥想;泥巴喷射;溃烂触碰;水泡盾;风墙;不可接触;偷袭;刺盾;后发制人;嗜痛;复写;天光;恐吓;报复;有效预防;灵光;耀眼;血气;逆袭;遁地;锐利眼神;防御;震击,images/sprites/晶石蜗_西瓜碧玺的样子.png
